date,hour,temperature
2013-05-25,21,286.71
2013-05-25,22,286.01
2013-05-25,23,285.64
2013-05-26,0,284.74
2013-05-26,1,283.63
2013-05-26,2,281.9
2013-05-26,3,280.56
2013-05-26,4,280.04
2013-05-26,5,279.17
2013-05-26,6,278.98
2013-05-26,7,278.97
2013-05-26,8,279.14
2013-05-26,9,279.34
2013-05-26,10,279.88
2013-05-26,11,280.38
2013-05-26,12,281.13
2013-05-26,13,281.94
2013-05-26,14,282.95
2013-05-26,15,283.84
2013-05-26,16,284.0
2013-05-26,17,284.21
2013-05-26,18,284.48
2013-05-26,19,285.79
2013-05-26,20,286.73
2013-05-26,21,286.34
2013-05-26,22,285.92
2013-05-26,23,285.9
2013-05-27,0,285.49
2013-05-27,1,284.8
2013-05-27,2,284.08
2013-05-27,3,283.6
2013-05-27,4,283.04
2013-05-27,5,282.49
2013-05-27,6,281.07
2013-05-27,7,280.05
2013-05-27,8,279.62
2013-05-27,9,279.14
2013-05-27,10,279.19
2013-05-27,11,279.94
2013-05-27,12,281.3
2013-05-27,13,283.53
2013-05-27,14,285.53
2013-05-27,15,288.0
2013-05-27,16,289.38
2013-05-27,17,290.28
2013-05-27,18,291.14
2013-05-27,19,291.85
2013-05-27,20,291.65
2013-05-27,21,291.21
2013-05-27,22,290.74
2013-05-27,23,290.01
2013-05-28,0,288.77
2013-05-28,1,287.74
2013-05-28,2,287.18
2013-05-28,3,286.72
2013-05-28,4,286.18
2013-05-28,5,286.07
2013-05-28,6,285.97
2013-05-28,7,285.63
2013-05-28,8,285.65
2013-05-28,9,286.0
2013-05-28,10,286.56
2013-05-28,11,286.69
2013-05-28,12,286.65
2013-05-28,13,286.61
2013-05-28,14,286.56
2013-05-28,15,286.72
2013-05-28,16,286.57
2013-05-28,17,286.59
2013-05-28,18,288.07
2013-05-28,19,288.39
2013-05-28,20,289.09
2013-05-28,21,289.16
2013-05-28,22,289.14
2013-05-28,23,288.88
2013-05-29,0,288.04
2013-05-29,1,287.65
2013-05-29,2,287.21
2013-05-29,3,287.26
2013-05-29,4,287.36
2013-05-29,5,287.21
2013-05-29,6,286.79
2013-05-29,7,287.23
2013-05-29,8,288.4625
2013-05-29,9,289.25
2013-05-29,10,289.23
2013-05-29,11,289.56
2013-05-29,12,290.77
2013-05-29,13,291.35
2013-05-29,14,292.32
2013-05-29,15,293.21
2013-05-29,16,294.19
2013-05-29,17,295.8
2013-05-29,18,296.89
2013-05-29,19,296.4
2013-05-29,20,296.03
2013-05-29,21,296.57
2013-05-29,22,296.98
2013-05-29,23,297.08
2013-05-30,0,296.67
2013-05-30,1,296.16
2013-05-30,2,294.21
2013-05-30,3,292.86
2013-05-30,4,292.27
2013-05-30,5,291.72
2013-05-30,6,291.56
2013-05-30,7,291.68
2013-05-30,8,291.77
2013-05-30,9,291.63
2013-05-30,10,291.18
2013-05-30,11,291.14
2013-05-30,12,291.34
2013-05-30,13,291.78
2013-05-30,14,292.87
2013-05-30,15,294.09
2013-05-30,16,295.02
2013-05-30,17,296.45
2013-05-30,18,297.91
2013-05-30,19,299.02
2013-05-30,20,299.43
2013-05-30,21,299.71
2013-05-30,22,299.48
2013-05-30,23,300.29
2013-05-31,0,300.46
2013-05-31,1,300.14
2013-05-31,2,299.08
2013-05-31,3,298.53
2013-05-31,4,298.04
2013-05-31,5,297.49
2013-05-31,6,296.94
2013-05-31,7,296.55
2013-05-31,8,296.2
2013-05-31,9,295.64
2013-05-31,10,295.24
2013-05-31,11,295.27
2013-05-31,12,295.65
2013-05-31,13,296.64
2013-05-31,14,297.4
2013-05-31,15,298.74
2013-05-31,16,299.73
2013-05-31,17,300.66
2013-05-31,18,300.87
2013-05-31,19,300.74
2013-05-31,20,300.8
2013-05-31,21,299.31
2013-05-31,22,297.54
2013-05-31,23,297.88
2013-06-01,0,298.88
2013-06-01,1,298.69
2013-06-01,2,297.37
2013-06-01,3,293.79
2013-06-01,4,292.39
2013-06-01,5,290.97
2013-06-01,6,290.79
2013-06-01,7,291.08
2013-06-01,8,291.38
2013-06-01,9,291.43
2013-06-01,10,291.8
2013-06-01,11,291.89
2013-06-01,12,292.16
2013-06-01,13,292.9
2013-06-01,14,293.79
2013-06-01,15,295.34
2013-06-01,16,296.58
2013-06-01,17,296.94
2013-06-01,18,297.36
2013-06-01,19,297.87
2013-06-01,20,297.92
2013-06-01,21,297.72
2013-06-01,22,297.52
2013-06-01,23,296.96
2013-06-02,0,296.58
2013-06-02,1,296.35
2013-06-02,2,295.71
2013-06-02,3,295.37
2013-06-02,4,295.24
2013-06-02,5,295.42
2013-06-02,6,294.92
2013-06-02,7,294.04
2013-06-02,8,293.38
2013-06-02,9,293.02
2013-06-02,10,292.69
2013-06-02,11,292.3
2013-06-02,12,292.34
2013-06-02,13,292.82
2013-06-02,14,293.17
2013-06-02,15,294.16
2013-06-02,16,295.09
2013-06-02,17,295.55
2013-06-02,18,295.58
2013-06-02,19,295.7
2013-06-02,20,296.25
2013-06-02,21,296.49
2013-06-02,22,295.14
2013-06-02,23,292.52
2013-06-03,0,292.05
2013-06-03,1,291.2
2013-06-03,2,290.76
2013-06-03,3,290.66
2013-06-03,4,290.39
2013-06-03,5,290.14
2013-06-03,6,289.68
2013-06-03,7,289.41
2013-06-03,8,289.26
2013-06-03,9,289.2
2013-06-03,10,288.75
2013-06-03,11,288.76
2013-06-03,12,288.23
2013-06-03,13,286.86
2013-06-03,14,284.97
2013-06-03,15,284.74
2013-06-03,16,284.39
2013-06-03,17,284.19
2013-06-03,18,284.12
2013-06-03,19,283.61
2013-06-03,20,283.06
2013-06-03,21,283.15
2013-06-03,22,283.11
2013-06-03,23,283.11
2013-06-04,0,283.11
2013-06-04,1,283.0
2013-06-04,2,282.59
2013-06-04,3,281.88
2013-06-04,4,281.01
2013-06-04,5,280.15
2013-06-04,6,279.71
2013-06-04,7,279.23
2013-06-04,8,278.98
2013-06-04,9,278.7
2013-06-04,10,278.44
2013-06-04,11,278.22
2013-06-04,12,280.23
2013-06-04,13,282.83
2013-06-04,14,286.05
2013-06-04,15,287.47
2013-06-04,16,288.65
2013-06-04,17,290.03
2013-06-04,18,290.69
2013-06-04,19,291.4
2013-06-04,20,292.04
2013-06-04,21,291.94
2013-06-04,22,291.63
2013-06-04,23,291.04
2013-06-05,0,290.27
2013-06-05,1,289.39
2013-06-05,2,287.38
2013-06-05,3,286.35
2013-06-05,4,284.98
2013-06-05,5,284.11
2013-06-05,6,283.52
2013-06-05,7,283.04
2013-06-05,8,282.74
2013-06-05,9,283.03
2013-06-05,10,281.83
2013-06-05,11,281.36
2013-06-05,12,284.3
2013-06-05,13,288.17
2013-06-05,14,289.73
2013-06-05,15,290.83
2013-06-05,16,292.24
2013-06-05,17,293.5
2013-06-05,18,294.31
2013-06-05,19,293.75
2013-06-05,20,293.87
2013-06-05,21,292.81
2013-06-05,22,292.41
2013-06-05,23,292.15
2013-06-06,0,291.0
2013-06-06,1,289.45
2013-06-06,2,288.58
2013-06-06,3,287.45
2013-06-06,4,286.8
2013-06-06,5,286.43
2013-06-06,6,286.05
2013-06-06,7,285.69
2013-06-06,8,285.48
2013-06-06,9,285.23
2013-06-06,10,285.45
2013-06-06,11,285.77
2013-06-06,12,287.34
2013-06-06,13,290.02
2013-06-06,14,292.0
2013-06-06,15,292.77
2013-06-06,16,293.68
2013-06-06,17,292.68
2013-06-06,18,293.29
2013-06-06,19,292.61
2013-06-06,20,291.29
2013-06-06,21,290.15
2013-06-06,22,289.84
2013-06-06,23,290.0
2013-06-07,0,289.53
2013-06-07,1,288.93
2013-06-07,2,287.83
2013-06-07,3,286.79
2013-06-07,4,286.61
2013-06-07,5,286.83
2013-06-07,6,286.87
2013-06-07,7,286.43
2013-06-07,8,285.95
2013-06-07,9,286.07
2013-06-07,10,286.21
2013-06-07,11,286.43
2013-06-07,12,286.77
2013-06-07,13,286.99
2013-06-07,14,287.19
2013-06-07,15,287.1
2013-06-07,16,286.75
2013-06-07,17,286.63
2013-06-07,18,287.05
2013-06-07,19,287.74
2013-06-07,20,288.75
2013-06-07,21,289.56
2013-06-07,22,290.08
2013-06-07,23,289.26
2013-06-08,0,287.96
2013-06-08,1,286.55
2013-06-08,2,285.16
2013-06-08,3,284.97
2013-06-08,4,284.7
2013-06-08,5,284.26
2013-06-08,6,283.81
2013-06-08,7,284.08
2013-06-08,8,284.22
2013-06-08,9,284.26
2013-06-08,10,284.39
2013-06-08,11,284.51
2013-06-08,12,285.18
2013-06-08,13,286.22
2013-06-08,14,287.2
2013-06-08,15,288.26
2013-06-08,16,289.67
2013-06-08,17,290.62
2013-06-08,18,291.01
2013-06-08,19,291.51
2013-06-08,20,292.27
2013-06-08,21,292.45
2013-06-08,22,292.3
2013-06-08,23,291.6
2013-06-09,0,291.27
2013-06-09,1,289.46
2013-06-09,2,288.66
2013-06-09,3,286.94
2013-06-09,4,285.14
2013-06-09,5,283.87
2013-06-09,6,282.75
2013-06-09,7,283.0
2013-06-09,8,281.77
2013-06-09,9,281.74
2013-06-09,10,281.42
2013-06-09,11,281.41
2013-06-09,12,284.59
2013-06-09,13,288.18
2013-06-09,14,291.82
2013-06-09,15,293.35
2013-06-09,16,294.82
2013-06-09,17,295.85
2013-06-09,18,295.63
2013-06-09,19,294.91
2013-06-09,20,295.19
2013-06-09,21,294.72
2013-06-09,22,295.37
2013-06-09,23,294.43
2013-06-10,0,293.11
2013-06-10,1,291.62
2013-06-10,2,289.44
2013-06-10,3,288.02
2013-06-10,4,287.24
2013-06-10,5,287.04
2013-06-10,6,286.61
2013-06-10,7,286.39
2013-06-10,8,286.42
2013-06-10,9,285.97
2013-06-10,10,285.86
2013-06-10,11,286.15
2013-06-10,12,288.14
2013-06-10,13,291.83
2013-06-10,14,294.67
2013-06-10,15,296.96
2013-06-10,16,298.38
2013-06-10,17,298.55
2013-06-10,18,298.75
2013-06-10,19,299.21
2013-06-10,20,298.86
2013-06-10,21,298.63
2013-06-10,22,298.49
2013-06-10,23,297.61
2013-06-11,0,297.56
2013-06-11,1,296.92
2013-06-11,2,296.11
2013-06-11,3,295.32
2013-06-11,4,294.89
2013-06-11,5,293.65
2013-06-11,6,292.1
2013-06-11,7,291.96
2013-06-11,8,291.36
2013-06-11,9,291.4
2013-06-11,10,291.06
2013-06-11,11,291.095
2013-06-11,12,291.13
2013-06-11,13,291.68
2013-06-11,14,293.12
2013-06-11,15,293.98
2013-06-11,16,296.06
2013-06-11,17,296.47
2013-06-11,18,296.33
2013-06-11,19,296.66
2013-06-11,20,297.32
2013-06-11,21,296.65
2013-06-11,22,296.01
2013-06-11,23,294.98
2013-06-12,0,294.11
2013-06-12,1,293.34
2013-06-12,2,291.59
2013-06-12,3,290.51
2013-06-12,4,290.03
2013-06-12,5,289.29
2013-06-12,6,289.12
2013-06-12,7,288.78
2013-06-12,8,288.59
2013-06-12,9,288.63
2013-06-12,10,288.96
2013-06-12,11,289.11
2013-06-12,12,290.65
2013-06-12,13,293.35
2013-06-12,14,295.86
2013-06-12,15,297.97
2013-06-12,16,299.15
2013-06-12,17,300.22
2013-06-12,18,301.0
2013-06-12,19,300.97
2013-06-12,20,301.7
2013-06-12,21,300.59
2013-06-12,22,298.76
2013-06-12,23,299.21
2013-06-13,0,299.82
2013-06-13,1,299.09
2013-06-13,2,297.33
2013-06-13,3,296.05
2013-06-13,4,294.95
2013-06-13,5,294.79
2013-06-13,6,293.93
2013-06-13,7,293.39
2013-06-13,8,293.52
2013-06-13,9,292.81
2013-06-13,10,290.2275
2013-06-13,11,292.45
2013-06-13,12,292.94
2013-06-13,13,293.71
2013-06-13,14,294.72
2013-06-13,15,296.38
2013-06-13,16,297.36
2013-06-13,17,298.51
2013-06-13,18,299.65
2013-06-13,19,300.82
2013-06-13,20,299.38
2013-06-13,21,299.12
2013-06-13,22,296.18
2013-06-13,23,294.48
2013-06-14,0,294.25
2013-06-14,1,293.61
2013-06-14,2,292.97
2013-06-14,3,291.18
2013-06-14,4,290.23
2013-06-14,5,290.4
2013-06-14,6,290.28
2013-06-14,7,289.49
2013-06-14,8,289.47
2013-06-14,9,289.59
2013-06-14,10,289.58
2013-06-14,11,288.93
2013-06-14,12,289.06
2013-06-14,13,290.27
2013-06-14,14,291.35
2013-06-14,15,292.67
2013-06-14,16,293.11
2013-06-14,17,293.29
2013-06-14,18,293.29
2013-06-14,19,293.64
2013-06-14,20,293.85
2013-06-14,21,293.77
2013-06-14,22,293.06
2013-06-14,23,291.51
2013-06-15,0,290.54
2013-06-15,1,289.32
2013-06-15,2,288.56
2013-06-15,3,287.9
2013-06-15,4,287.36
2013-06-15,5,287.14
2013-06-15,6,286.93
2013-06-15,7,286.93
2013-06-15,8,286.93
2013-06-15,9,286.59
2013-06-15,10,286.27
2013-06-15,11,286.48
2013-06-15,12,287.35
2013-06-15,13,288.56
2013-06-15,14,289.88
2013-06-15,15,291.63
2013-06-15,16,292.4
2013-06-15,17,292.67
2013-06-15,18,294.23
2013-06-15,19,295.71
2013-06-15,20,295.89
2013-06-15,21,295.74
2013-06-15,22,294.24
2013-06-15,23,292.58
2013-06-16,0,291.07
2013-06-16,1,289.42
2013-06-16,2,288.78
2013-06-16,3,288.01
2013-06-16,4,287.68
2013-06-16,5,287.45
2013-06-16,6,286.69
2013-06-16,7,287.04
2013-06-16,8,287.38
2013-06-16,9,287.5
2013-06-16,10,288.37
2013-06-16,11,288.91
2013-06-16,12,290.14
2013-06-16,13,292.02
2013-06-16,14,291.56
2013-06-16,15,291.2
2013-06-16,16,292.13
2013-06-16,17,293.08
2013-06-16,18,294.79
2013-06-16,19,296.36
2013-06-16,20,297.56
2013-06-16,21,297.92
2013-06-16,22,298.24
2013-06-16,23,298.39
2013-06-17,0,297.42
2013-06-17,1,297.22
2013-06-17,2,297.01
2013-06-17,3,297.48
2013-06-17,4,296.48
2013-06-17,5,296.27
2013-06-17,6,295.41
2013-06-17,7,294.62
2013-06-17,8,294.52
2013-06-17,9,294.61
2013-06-17,10,294.27
2013-06-17,11,294.04
2013-06-17,12,294.27
2013-06-17,13,295.71
2013-06-17,14,297.38
2013-06-17,15,298.92
2013-06-17,16,299.84
2013-06-17,17,299.85
2013-06-17,18,300.87
2013-06-17,19,301.0
2013-06-17,20,301.19
2013-06-17,21,301.88
2013-06-17,22,302.25
2013-06-17,23,301.36
2013-06-18,0,301.13
2013-06-18,1,299.47
2013-06-18,2,297.24
2013-06-18,3,295.66
2013-06-18,4,294.67
2013-06-18,5,293.35
2013-06-18,6,293.11
2013-06-18,7,292.69
2013-06-18,8,291.26
2013-06-18,9,290.35
2013-06-18,10,289.71
2013-06-18,11,289.6
2013-06-18,12,292.89
2013-06-18,13,297.02
2013-06-18,14,300.14
2013-06-18,15,301.58
2013-06-18,16,302.59
2013-06-18,17,303.7
2013-06-18,18,304.26
2013-06-18,19,304.37
2013-06-18,20,304.31
2013-06-18,21,304.69
2013-06-18,22,304.05
2013-06-18,23,302.34
2013-06-19,0,297.88
2013-06-19,1,293.58
2013-06-19,2,289.95
2013-06-19,3,289.1
2013-06-19,4,288.92
2013-06-19,5,288.23
2013-06-19,6,287.67
2013-06-19,7,287.53
2013-06-19,8,287.39
2013-06-19,9,286.93
2013-06-19,10,286.79
2013-06-19,11,286.65
2013-06-19,12,287.1225
2013-06-19,13,287.595
2013-06-19,14,288.0675
2013-06-19,15,288.54
2013-06-19,16,289.376
2013-06-19,17,290.212
2013-06-19,18,291.048
2013-06-19,19,291.884
2013-06-19,20,292.72
2013-06-19,21,292.71
2013-06-19,22,291.706
2013-06-19,23,290.702
2013-06-20,0,289.698
2013-06-20,1,288.694
2013-06-20,2,287.69
2013-06-20,3,287.51
2013-06-20,4,287.55
2013-06-20,5,287.59
2013-06-20,6,287.678
2013-06-20,7,288.157333333
2013-06-20,8,288.049666667
2013-06-20,9,284.5
2013-06-20,10,284.73
2013-06-20,11,287.2965
2013-06-20,12,288.09
2013-06-20,13,290.6565
2013-06-20,14,291.45
2013-06-20,15,292.98
2013-06-20,16,294.75
2013-06-20,17,294.65
2013-06-20,18,295.64
2013-06-20,19,295.659
2013-06-20,20,295.678
2013-06-20,21,296.165
2013-06-20,22,296.34
2013-06-20,23,295.73
2013-06-21,0,295.32775
2013-06-21,1,295.334333333
2013-06-21,2,294.727666667
2013-06-21,3,291.16275
2013-06-21,4,289.57
2013-06-21,5,288.9
2013-06-21,6,287.85
2013-06-21,7,287.4
2013-06-21,8,287.35
2013-06-21,9,288.68675
2013-06-21,10,292.650333333
2013-06-21,11,292.673666667
2013-06-21,12,294.2775
2013-06-21,13,293.774
2013-06-21,14,294.851
2013-06-21,15,295.267
2013-06-21,16,296.564333333
2013-06-21,17,297.200666667
2013-06-21,18,298.669
2013-06-21,19,299.028
2013-06-21,20,300.219
2013-06-21,21,301.41
2013-06-21,22,300.568666667
2013-06-21,23,299.727333333
2013-06-22,0,298.878
2013-06-22,1,298.038
2013-06-22,2,297.19
2013-06-22,3,295.85
2013-06-22,4,295.17
2013-06-22,5,295.04
2013-06-22,6,294.315
2013-06-22,7,293.59
2013-06-22,8,293.6
2013-06-22,9,294.28
2013-06-22,10,294.34
2013-06-22,11,294.92
2013-06-22,12,296.45
2013-06-22,13,298.15
2013-06-22,14,299.82
2013-06-22,15,299.21825
2013-06-22,16,296.629666667
2013-06-22,17,297.021333333
2013-06-22,18,294.3335
2013-06-22,19,295.751666667
2013-06-22,20,294.090333333
2013-06-22,21,296.3792
2013-06-22,22,294.0595
2013-06-22,23,295.69
2013-06-23,0,295.87
2013-06-23,1,295.528333333
2013-06-23,2,295.186666667
2013-06-23,3,294.8275
2013-06-23,4,294.48
2013-06-23,5,295.34
2013-06-23,6,295.9
2013-06-23,7,296.29
2013-06-23,8,294.7355
2013-06-23,9,295.063333333
2013-06-23,10,294.45
2013-06-23,11,293.77
2013-06-23,12,294.1
2013-06-23,13,293.95
2013-06-23,14,294.51
2013-06-23,15,295.63
2013-06-23,16,296.75
2013-06-23,17,297.03
2013-06-23,18,297.248
2013-06-23,19,297.221333333
2013-06-23,20,297.561666667
2013-06-23,21,297.98
2013-06-23,22,299.37
2013-06-23,23,298.465
2013-06-24,0,298.33
2013-06-24,1,297.425
2013-06-24,2,297.29
2013-06-24,3,296.41
2013-06-24,4,295.62
2013-06-24,5,294.86
2013-06-24,6,294.535
2013-06-24,7,294.21
2013-06-24,8,293.94
2013-06-24,9,293.04
2013-06-24,10,293.26
2013-06-24,11,293.41
2013-06-24,12,293.96
2013-06-24,13,296.18
2013-06-24,14,298.29
2013-06-24,15,299.16
2013-06-24,16,300.03
2013-06-24,17,301.88
2013-06-24,18,302.3
2013-06-24,19,303.97
2013-06-24,20,303.91
2013-06-24,21,304.64
2013-06-24,22,303.05
2013-06-24,23,299.6
2013-06-25,0,297.55
2013-06-25,1,297.16
2013-06-25,2,296.61
2013-06-25,3,296.47
2013-06-25,4,296.34
2013-06-25,5,296.45
2013-06-25,6,296.35
2013-06-25,7,295.8
2013-06-25,8,295.24
2013-06-25,9,294.82
2013-06-25,10,294.93
2013-06-25,11,295.02
2013-06-25,12,294.91
2013-06-25,13,295.41
2013-06-25,14,295.4
2013-06-25,15,294.96
2013-06-25,16,295.51
2013-06-25,17,297.0
2013-06-25,18,300.45
2013-06-25,19,301.24
2013-06-25,20,301.61
2013-06-25,21,302.51
2013-06-25,22,302.17
2013-06-25,23,298.97
2013-06-26,0,293.65
2013-06-26,1,292.86
2013-06-26,2,292.59
2013-06-26,3,292.59
2013-06-26,4,292.46
2013-06-26,5,292.59
2013-06-26,6,292.72
2013-06-26,7,293.03
2013-06-26,8,293.73
2013-06-26,9,293.12
2013-06-26,10,293.11
2013-06-26,11,293.02
2013-06-26,12,293.63
2013-06-26,13,293.5
2013-06-26,14,295.11
2013-06-26,15,296.44
2013-06-26,16,295.98
2013-06-26,17,296.95
2013-06-26,18,299.63
2013-06-26,19,302.24
2013-06-26,20,301.44
2013-06-26,21,301.39
2013-06-26,22,300.17
2013-06-26,23,298.92
2013-06-27,0,297.61
2013-06-27,1,297.68
2013-06-27,2,297.01
2013-06-27,3,295.57
2013-06-27,4,294.19
2013-06-27,5,294.06
2013-06-27,6,294.58
2013-06-27,7,294.18
2013-06-27,8,293.5
2013-06-27,9,293.82
2013-06-27,10,293.54
2013-06-27,11,293.18
2013-06-27,12,292.67
2013-06-27,13,292.74
2013-06-27,14,292.59
2013-06-27,15,293.32
2013-06-27,16,294.89
2013-06-27,17,295.885
2013-06-27,18,296.88
2013-06-27,19,298.06
2013-06-27,20,298.15
2013-06-27,21,298.69
2013-06-27,22,298.66
2013-06-27,23,297.62
2013-06-28,0,296.18
2013-06-28,1,296.09
2013-06-28,2,295.34
2013-06-28,3,294.55
2013-06-28,4,293.14
2013-06-28,5,292.48
2013-06-28,6,292.12
2013-06-28,7,291.59
2013-06-28,8,291.49
2013-06-28,9,291.16
2013-06-28,10,290.72
2013-06-28,11,291.14
2013-06-28,12,293.4
2013-06-28,13,295.69
2013-06-28,14,299.68
2013-06-28,15,300.89
2013-06-28,16,298.183
2013-06-28,17,295.476
2013-06-28,18,303.9
2013-06-28,19,304.5
2013-06-28,20,305.08
2013-06-28,21,305.32
2013-06-28,22,304.19
2013-06-28,23,299.33
2013-06-29,0,297.13
2013-06-29,1,297.6
2013-06-29,2,297.42
2013-06-29,3,296.64
2013-06-29,4,296.38
2013-06-29,5,296.24
2013-06-29,6,294.96
2013-06-29,7,295.07
2013-06-29,8,294.94
2013-06-29,9,294.14
2013-06-29,10,293.48
2013-06-29,11,292.85
2013-06-29,12,293.85
2013-06-29,13,295.87
2013-06-29,14,297.27
2013-06-29,15,298.49
2013-06-29,16,299.46
2013-06-29,17,300.68
2013-06-29,18,301.02
2013-06-29,19,300.9
2013-06-29,20,298.92
2013-06-29,21,296.91
2013-06-29,22,297.82
2013-06-29,23,297.5
2013-06-30,0,297.19
2013-06-30,1,294.31
2013-06-30,2,293.83
2013-06-30,3,293.35
2013-06-30,4,293.02
2013-06-30,5,292.36
2013-06-30,6,291.8
2013-06-30,7,291.48
2013-06-30,8,291.14
2013-06-30,9,291.28
2013-06-30,10,290.92
2013-06-30,11,290.91
2013-06-30,12,290.67
2013-06-30,13,290.9
2013-06-30,14,291.03
2013-06-30,15,291.23
2013-06-30,16,291.44
2013-06-30,17,291.56
2013-06-30,18,291.76
2013-06-30,19,291.94
2013-06-30,20,292.75
2013-06-30,21,293.38
2013-06-30,22,293.38
2013-06-30,23,292.64
2013-07-01,0,291.48
2013-07-01,1,291.13
2013-07-01,2,291.02
2013-07-01,3,291.02
2013-07-01,4,290.7
2013-07-01,5,290.5
2013-07-01,6,290.26
2013-07-01,7,290.39
2013-07-01,8,290.04
2013-07-01,9,289.81
2013-07-01,10,289.83
2013-07-01,11,289.93
2013-07-01,12,290.8455
2013-07-01,13,291.761
2013-07-01,14,292.624
2013-07-01,15,292.624
2013-07-01,16,292.624
2013-07-01,17,293.131
2013-07-01,18,293.131
2013-07-01,19,293.131
2013-07-01,20,293.532
2013-07-01,21,293.532
2013-07-01,22,293.532
2013-07-01,23,292.874
2013-07-02,0,292.874
2013-07-02,1,292.874
2013-07-02,2,291.996
2013-07-02,3,291.996
2013-07-02,4,291.996
2013-07-02,5,292.145
2013-07-02,6,292.101
2013-07-02,7,292.101
2013-07-02,8,291.682
2013-07-02,9,291.682
2013-07-02,10,291.682
2013-07-02,11,291.486
2013-07-02,12,291.486
2013-07-02,13,291.486
2013-07-02,14,292.316
2013-07-02,15,292.316
2013-07-02,16,292.316
2013-07-02,17,292.443
2013-07-02,18,292.443
2013-07-02,19,292.443
2013-07-02,20,293.51
2013-07-02,21,293.51
2013-07-02,22,293.51
2013-07-02,23,293.223
2013-07-03,0,293.223
2013-07-03,1,293.223
2013-07-03,2,292.715
2013-07-03,3,292.715
2013-07-03,4,292.715
2013-07-03,5,291.674
2013-07-03,6,291.674
2013-07-03,7,291.674
2013-07-03,8,290.984
2013-07-03,9,290.984
2013-07-03,10,290.984
2013-07-03,11,290.838
2013-07-03,12,290.838
2013-07-03,13,290.838
2013-07-03,14,291.511
2013-07-03,15,291.511
2013-07-03,16,291.511
2013-07-03,17,291.4
2013-07-03,18,292.15
2013-07-03,19,290.511
2013-07-03,20,289.15
2013-07-03,21,290.15
2013-07-03,22,291.15
2013-07-03,23,292.232
2013-07-04,0,290.763
2013-07-04,1,290.763
2013-07-04,2,289.15
2013-07-04,3,289.56
2013-07-04,4,290.65
2013-07-04,5,289.99
2013-07-04,6,290.16
2013-07-04,7,289.61
2013-07-04,8,290.15
2013-07-04,9,290.15
2013-07-04,10,290.15
2013-07-04,11,289.66
2013-07-04,12,289.68
2013-07-04,13,290.15
2013-07-04,14,290.803
2013-07-04,15,291.456
2013-07-04,16,292.15
2013-07-04,17,292.354
2013-07-04,18,292.558
2013-07-04,19,292.558
2013-07-04,20,294.15
2013-07-04,21,295.15
2013-07-04,22,295.15
2013-07-04,23,294.0295
2013-07-05,0,292.909
2013-07-05,1,293.15
2013-07-05,2,293.15
2013-07-05,3,290.15
2013-07-05,4,290.15
2013-07-05,5,289.655
2013-07-05,6,289.16
2013-07-05,7,289.05
2013-07-05,8,288.43
2013-07-05,9,288.23
2013-07-05,10,288.04
2013-07-05,11,287.24
2013-07-05,12,289.51
2013-07-05,13,292.03
2013-07-05,14,295.13
2013-07-05,15,297.22
2013-07-05,16,299.01
2013-07-05,17,299.67
2013-07-05,18,299.75
2013-07-05,19,300.43
2013-07-05,20,300.09
2013-07-05,21,300.8
2013-07-05,22,300.37
2013-07-05,23,299.95
2013-07-06,0,299.5
2013-07-06,1,298.49
2013-07-06,2,297.6
2013-07-06,3,296.61
2013-07-06,4,294.79
2013-07-06,5,294.11
2013-07-06,6,293.24
2013-07-06,7,291.65
2013-07-06,8,291.31
2013-07-06,9,290.02
2013-07-06,10,289.89
2013-07-06,11,290.08
2013-07-06,12,291.82
2013-07-06,13,294.58
2013-07-06,14,296.9
2013-07-06,15,298.9
2013-07-06,16,300.63
2013-07-06,17,301.2
2013-07-06,18,301.83
2013-07-06,19,301.98
2013-07-06,20,299.519
2013-07-06,21,301.27
2013-07-06,22,301.08
2013-07-06,23,300.1
2013-07-07,0,299.55
2013-07-07,1,298.66
2013-07-07,2,297.36
2013-07-07,3,295.83
2013-07-07,4,295.16
2013-07-07,5,294.97
2013-07-07,6,294.52
2013-07-07,7,294.06
2013-07-07,8,293.72
2013-07-07,9,292.46
2013-07-07,10,292.77
2013-07-07,11,292.29
2013-07-07,12,294.04
2013-07-07,13,296.51
2013-07-07,14,298.59
2013-07-07,15,299.87
2013-07-07,16,299.88
2013-07-07,17,300.86
2013-07-07,18,300.41
2013-07-07,19,300.53
2013-07-07,20,299.88
2013-07-07,21,299.89
2013-07-07,22,299.78
2013-07-07,23,299.58
2013-07-08,0,299.17
2013-07-08,1,298.62
2013-07-08,2,297.63
2013-07-08,3,297.07
2013-07-08,4,296.34
2013-07-08,5,296.23
2013-07-08,6,295.89
2013-07-08,7,295.44
2013-07-08,8,295.18
2013-07-08,9,294.99
2013-07-08,10,294.89
2013-07-08,11,294.74
2013-07-08,12,295.16
2013-07-08,13,296.5
2013-07-08,14,297.83
2013-07-08,15,299.28
2013-07-08,16,300.73
2013-07-08,17,302.27
2013-07-08,18,303.36
2013-07-08,19,304.04
2013-07-08,20,304.47
2013-07-08,21,304.14
2013-07-08,22,303.6
2013-07-08,23,303.25
2013-07-09,0,303.16
2013-07-09,1,302.49
2013-07-09,2,301.39
2013-07-09,3,300.0
2013-07-09,4,299.42
2013-07-09,5,299.24
2013-07-09,6,298.8
2013-07-09,7,298.8
2013-07-09,8,298.61
2013-07-09,9,298.6
2013-07-09,10,297.88
2013-07-09,11,297.96
