date,hour,temperature
2015-01-17,9,271.951
2015-01-17,10,271.975666667
2015-01-17,11,272.589333333
2015-01-17,12,272.806
2015-01-17,13,273.552
2015-01-17,14,273.901
2015-01-17,15,274.2745
2015-01-17,16,274.615333333
2015-01-17,17,274.980666667
2015-01-17,18,274.9515
2015-01-17,19,275.448333333
2015-01-17,20,275.550666667
2015-01-17,21,275.5155
2015-01-17,22,275.663666667
2015-01-17,23,275.674333333
2015-01-18,0,275.152
2015-01-18,1,275.340333333
2015-01-18,2,274.995666667
2015-01-18,3,274.8725
2015-01-18,4,274.454
2015-01-18,5,274.257
2015-01-18,6,274.206
2015-01-18,7,273.960333333
2015-01-18,8,273.860666667
2015-01-18,9,273.3955
2015-01-18,10,273.417666667
2015-01-18,11,273.074333333
2015-01-18,12,273.644
2015-01-18,13,272.996333333
2015-01-18,14,273.261666667
2015-01-18,15,273.4805
2015-01-18,16,273.761333333
2015-01-18,17,273.995666667
2015-01-18,18,273.856
2015-01-18,19,274.215
2015-01-18,20,274.2
2015-01-18,21,274.042
2015-01-18,22,274.074666667
2015-01-18,23,273.964333333
2015-01-19,0,272.8035
2015-01-19,1,273.043333333
2015-01-19,2,272.232666667
2015-01-19,3,272.582
2015-01-19,4,271.384666667
2015-01-19,5,271.347333333
2015-01-19,6,270.7895
2015-01-19,7,270.925666667
2015-01-19,8,270.541333333
2015-01-19,9,270.339
2015-01-19,10,269.894
2015-01-19,11,269.631
2015-01-19,12,270.6435
2015-01-19,13,269.955333333
2015-01-19,14,270.542666667
2015-01-19,15,271.7635
2015-01-19,16,272.139666667
2015-01-19,17,273.149333333
2015-01-19,18,272.6115
2015-01-19,19,274.137
2015-01-19,20,274.115
2015-01-19,21,273.4915
2015-01-19,22,273.67
2015-01-19,23,273.247
2015-01-20,0,273.8645
2015-01-20,1,273.094666667
2015-01-20,2,273.365333333
2015-01-20,3,273.203
2015-01-20,4,273.618
2015-01-20,5,273.6
2015-01-20,6,273.5485
2015-01-20,7,273.541666667
2015-01-20,8,273.501333333
2015-01-20,9,273.398
2015-01-20,10,273.378666667
2015-01-20,11,273.296333333
2015-01-20,12,273.702
2015-01-20,13,273.457
2015-01-20,14,273.7
2015-01-20,15,273.925
2015-01-20,16,274.174
2015-01-20,17,274.405
2015-01-20,18,274.1915
2015-01-20,19,274.570666667
2015-01-20,20,274.505333333
2015-01-20,21,274.3605
2015-01-20,22,274.321666667
2015-01-20,23,274.203333333
2015-01-21,0,273.988
2015-01-21,1,273.902
2015-01-21,2,273.719
2015-01-21,3,273.6995
2015-01-21,4,273.462
2015-01-21,5,273.388
2015-01-21,6,273.2175
2015-01-21,7,273.175666667
2015-01-21,8,273.037333333
2015-01-21,9,272.849
2015-01-21,10,272.727333333
2015-01-21,11,272.555666667
2015-01-21,12,273.192
2015-01-21,13,272.751
2015-01-21,14,273.118
2015-01-21,15,273.3235
2015-01-21,16,273.744333333
2015-01-21,17,274.003666667
2015-01-21,18,273.6045
2015-01-21,19,274.083333333
2015-01-21,20,273.903666667
2015-01-21,21,273.299
2015-01-21,22,273.261
2015-01-21,23,272.798
2015-01-22,0,272.43
2015-01-22,1,271.935333333
2015-01-22,2,271.535666667
2015-01-22,3,271.2275
2015-01-22,4,270.797333333
2015-01-22,5,270.458666667
2015-01-22,6,270.514
2015-01-22,7,270.044
2015-01-22,8,269.968
2015-01-22,9,269.673
2015-01-22,10,269.67
2015-01-22,11,269.448
2015-01-22,12,270.1785
2015-01-22,13,269.639
2015-01-22,14,270.052
2015-01-22,15,270.716
2015-01-22,16,271.045333333
2015-01-22,17,271.625666667
2015-01-22,18,271.5995
2015-01-22,19,272.382
2015-01-22,20,272.558
2015-01-22,21,271.381
2015-01-22,22,272.008
2015-01-22,23,271.282
2015-01-23,0,272.2105
2015-01-23,1,270.933
2015-01-23,2,271.31
2015-01-23,3,270.9735
2015-01-23,4,271.588333333
2015-01-23,5,271.489666667
2015-01-23,6,270.994
2015-01-23,7,271.027666667
2015-01-23,8,270.664333333
2015-01-23,9,270.4045
2015-01-23,10,270.006666667
2015-01-23,11,269.712333333
2015-01-23,12,270.1865
2015-01-23,13,269.636
2015-01-23,14,269.854
2015-01-23,15,270.9375
2015-01-23,16,270.867
2015-01-23,17,271.662
2015-01-23,18,272.005
2015-01-23,19,272.950666667
2015-01-23,20,273.444333333
2015-01-23,21,272.759
2015-01-23,22,273.645666667
2015-01-23,23,273.353333333
2015-01-24,0,272.9645
2015-01-24,1,272.704333333
2015-01-24,2,272.347666667
2015-01-24,3,272.5715
2015-01-24,4,272.021333333
2015-01-24,5,272.051666667
2015-01-24,6,271.923
2015-01-24,7,272.006333333
2015-01-24,8,271.930666667
2015-01-24,9,271.509
2015-01-24,10,271.548666667
2015-01-24,11,271.242333333
2015-01-24,12,272.1105
2015-01-24,13,271.412666667
2015-01-24,14,271.889333333
2015-01-24,15,273.068
2015-01-24,16,273.310666667
2015-01-24,17,274.255333333
2015-01-24,18,274.0175
2015-01-24,19,275.356333333
2015-01-24,20,275.512666667
2015-01-24,21,274.8435
2015-01-24,22,275.275
2015-01-24,23,274.881
2015-01-25,0,274.66
2015-01-25,1,274.208333333
2015-01-25,2,273.929666667
2015-01-25,3,273.6825
2015-01-25,4,273.393333333
2015-01-25,5,273.135666667
2015-01-25,6,273.264
2015-01-25,7,272.877666667
2015-01-25,8,272.877333333
2015-01-25,9,273.677
2015-01-25,10,273.41
2015-01-25,11,273.943
2015-01-25,12,273.2195
2015-01-25,13,274.171333333
2015-01-25,14,273.866666667
2015-01-25,15,273.412
2015-01-25,16,273.157333333
2015-01-25,17,272.752666667
2015-01-25,18,272.564
2015-01-25,19,272.087333333
2015-01-25,20,271.826666667
2015-01-25,21,271.829
2015-01-25,22,271.480666667
2015-01-25,23,271.395333333
2015-01-26,0,271.0085
2015-01-26,1,271.023666667
2015-01-26,2,270.737333333
2015-01-26,3,270.131
2015-01-26,4,269.951333333
2015-01-26,5,269.451666667
2015-01-26,6,268.8815
2015-01-26,7,268.405333333
2015-01-26,8,267.858666667
2015-01-26,9,267.7635
2015-01-26,10,267.066333333
2015-01-26,11,266.820666667
2015-01-26,12,267.205
2015-01-26,13,266.749333333
2015-01-26,14,266.923666667
2015-01-26,15,267.3125
2015-01-26,16,267.415333333
2015-01-26,17,267.732666667
2015-01-26,18,268.022
2015-01-26,19,268.348666667
2015-01-26,20,268.647333333
2015-01-26,21,268.525
2015-01-26,22,268.964
2015-01-26,23,268.982
2015-01-27,0,269.393
2015-01-27,1,269.28
2015-01-27,2,269.56
2015-01-27,3,269.4305
2015-01-27,4,269.847
2015-01-27,5,269.854
2015-01-27,6,269.8095
2015-01-27,7,269.833666667
2015-01-27,8,269.806333333
2015-01-27,9,269.8965
2015-01-27,10,269.83
2015-01-27,11,269.881
2015-01-27,12,270.4105
2015-01-27,13,270.302
2015-01-27,14,270.672
2015-01-27,15,270.775
2015-01-27,16,271.234
2015-01-27,17,271.426
2015-01-27,18,271.112
2015-01-27,19,271.472666667
2015-01-27,20,271.327333333
2015-01-27,21,270.3355
2015-01-27,22,270.472333333
2015-01-27,23,269.762666667
2015-01-28,0,269.8755
2015-01-28,1,268.891666667
2015-01-28,2,268.730333333
2015-01-28,3,268.2995
2015-01-28,4,268.228
2015-01-28,5,267.887
2015-01-28,6,267.467
2015-01-28,7,267.152333333
2015-01-28,8,266.758666667
2015-01-28,9,266.9035
2015-01-28,10,266.330333333
2015-01-28,11,266.295666667
2015-01-28,12,267.1725
2015-01-28,13,266.834
2015-01-28,14,267.407
2015-01-28,15,268.247
2015-01-28,16,268.731
2015-01-28,17,269.482
2015-01-28,18,269.8565
2015-01-28,19,270.733
2015-01-28,20,271.233
2015-01-28,21,271.128
2015-01-28,22,271.829666667
2015-01-28,23,271.926333333
2015-01-29,0,272.0755
2015-01-29,1,272.154666667
2015-01-29,2,272.286333333
2015-01-29,3,272.7175
2015-01-29,4,272.749333333
2015-01-29,5,273.080666667
2015-01-29,6,273.5465
2015-01-29,7,273.833
2015-01-29,8,274.254
2015-01-29,9,274.3345
2015-01-29,10,274.869
2015-01-29,11,275.063
2015-01-29,12,274.864
2015-01-29,13,275.189
2015-01-29,14,275.121
2015-01-29,15,274.658
2015-01-29,16,274.721666667
2015-01-29,17,274.390333333
2015-01-29,18,274.3985
2015-01-29,19,273.954
2015-01-29,20,273.849
2015-01-29,21,273.663
2015-01-29,22,273.585
2015-01-29,23,273.426
2015-01-30,0,273.4575
2015-01-30,1,273.235
2015-01-30,2,273.203
2015-01-30,3,272.191
2015-01-30,4,272.485666667
2015-01-30,5,271.800333333
2015-01-30,6,270.991
2015-01-30,7,270.347
2015-01-30,8,269.579
2015-01-30,9,269.2885
2015-01-30,10,268.361333333
2015-01-30,11,267.911666667
2015-01-30,12,267.91
2015-01-30,13,267.311
2015-01-30,14,267.16
2015-01-30,15,267.6405
2015-01-30,16,267.279
2015-01-30,17,267.549
2015-01-30,18,267.573
2015-01-30,19,267.925
2015-01-30,20,268.031
2015-01-30,21,267.224
2015-01-30,22,267.634333333
2015-01-30,23,267.131666667
2015-01-31,0,267.9865
2015-01-31,1,267.031333333
2015-01-31,2,267.433666667
2015-01-31,3,267.249
2015-01-31,4,267.847
2015-01-31,5,267.858
2015-01-31,6,268.1955
2015-01-31,7,268.097666667
2015-01-31,8,268.326333333
2015-01-31,9,268.0265
2015-01-31,10,268.431333333
2015-01-31,11,268.307666667
2015-01-31,12,268.764
2015-01-31,13,268.447
2015-01-31,14,268.71
2015-01-31,15,270.2325
2015-01-31,16,270.075666667
2015-01-31,17,271.178333333
2015-01-31,18,271.3805
2015-01-31,19,272.783333333
2015-01-31,20,273.285666667
2015-01-31,21,272.644
2015-01-31,22,273.527666667
2015-01-31,23,273.267333333
2015-02-01,0,273.3835
2015-02-01,1,272.997666667
2015-02-01,2,272.988333333
2015-02-01,3,272.9975
2015-02-01,4,272.982
2015-02-01,5,272.985
2015-02-01,6,272.7805
2015-02-01,7,272.852666667
2015-02-01,8,272.717333333
2015-02-01,9,272.4755
2015-02-01,10,272.375666667
2015-02-01,11,272.169333333
2015-02-01,12,272.112
2015-02-01,13,271.856
2015-02-01,14,271.749
2015-02-01,15,271.5385
2015-02-01,16,271.466
2015-02-01,17,271.29
2015-02-01,18,271.1805
2015-02-01,19,270.982333333
2015-02-01,20,270.850666667
2015-02-01,21,270.6125
2015-02-01,22,270.516333333
2015-02-01,23,270.313666667
2015-02-02,0,269.7375
2015-02-02,1,269.659333333
2015-02-02,2,269.207666667
2015-02-02,3,269.4425
2015-02-02,4,268.762
2015-02-02,5,268.768
2015-02-02,6,268.677
2015-02-02,7,268.715333333
2015-02-02,8,268.656666667
2015-02-02,9,268.315
2015-02-02,10,268.350666667
2015-02-02,11,268.103333333
2015-02-02,12,266.862
2015-02-02,13,266.946
2015-02-02,14,266.036
2015-02-02,15,266.189
2015-02-02,16,264.924666667
2015-02-02,17,264.723333333
2015-02-02,18,264.612
2015-02-02,19,264.380666667
2015-02-02,20,264.239333333
2015-02-02,21,263.6525
2015-02-02,22,263.659666667
2015-02-02,23,263.221333333
2015-02-03,0,262.112
2015-02-03,1,261.897333333
2015-02-03,2,261.011666667
2015-02-03,3,261.2055
2015-02-03,4,259.96
2015-02-03,5,259.794
2015-02-03,6,259.0585
2015-02-03,7,259.082333333
2015-02-03,8,258.536666667
2015-02-03,9,258.87
2015-02-03,10,258.031333333
2015-02-03,11,258.071666667
2015-02-03,12,260.034
2015-02-03,13,259.433666667
2015-02-03,14,260.755333333
2015-02-03,15,261.778
2015-02-03,16,263.199333333
2015-02-03,17,264.321666667
2015-02-03,18,264.59
2015-02-03,19,265.997
2015-02-03,20,266.55
2015-02-03,21,267.0735
2015-02-03,22,267.636333333
2015-02-03,23,268.169666667
2015-02-04,0,268.2235
2015-02-04,1,268.916666667
2015-02-04,2,269.130333333
2015-02-04,3,269.3095
2015-02-04,4,269.534666667
2015-02-04,5,269.725333333
2015-02-04,6,269.5415
2015-02-04,7,269.857
2015-02-04,8,269.798
2015-02-04,9,268.6605
2015-02-04,10,268.961
2015-02-04,11,268.183
2015-02-04,12,267.578
2015-02-04,13,266.742333333
2015-02-04,14,266.079666667
2015-02-04,15,266.645
2015-02-04,16,265.573
2015-02-04,17,265.729
2015-02-04,18,265.626
2015-02-04,19,265.868333333
2015-02-04,20,265.851666667
2015-02-04,21,264.878
2015-02-04,22,265.180333333
2015-02-04,23,264.525666667
2015-02-05,0,262.8095
2015-02-05,1,262.508666667
2015-02-05,2,261.146333333
2015-02-05,3,260.828
2015-02-05,4,259.117666667
2015-02-05,5,258.451333333
2015-02-05,6,257.754
2015-02-05,7,257.098
2015-02-05,8,256.411
2015-02-05,9,255.664
2015-02-05,10,254.997
2015-02-05,11,254.27
2015-02-05,12,255.445
2015-02-05,13,254.084
2015-02-05,14,254.625
2015-02-05,15,256.319
2015-02-05,16,256.475666667
2015-02-05,17,257.785333333
2015-02-05,18,257.9105
2015-02-05,19,259.615
2015-02-05,20,260.135
2015-02-05,21,258.3155
2015-02-05,22,259.615333333
2015-02-05,23,258.575666667
2015-02-06,0,259.5365
2015-02-06,1,257.83
2015-02-06,2,258.124
2015-02-06,3,259.2365
2015-02-06,4,259.257666667
2015-02-06,5,260.097333333
2015-02-06,6,259.486
2015-02-06,7,260.809333333
2015-02-06,8,260.681666667
2015-02-06,9,260.823
2015-02-06,10,260.605666667
2015-02-06,11,260.657333333
2015-02-06,12,261.5305
2015-02-06,13,261.308333333
2015-02-06,14,261.907666667
2015-02-06,15,263.206
2015-02-06,16,263.572333333
2015-02-06,17,264.637666667
2015-02-06,18,265.1855
2015-02-06,19,266.423333333
2015-02-06,20,267.143666667
2015-02-06,21,265.41
2015-02-06,22,266.948333333
2015-02-06,23,266.032666667
2015-02-07,0,267.2175
2015-02-07,1,265.601666667
2015-02-07,2,266.086333333
2015-02-07,3,266.1315
2015-02-07,4,266.762666667
2015-02-07,5,266.954333333
2015-02-07,6,267.0495
2015-02-07,7,267.273333333
2015-02-07,8,267.400666667
2015-02-07,9,267.874
2015-02-07,10,267.886
2015-02-07,11,268.244
2015-02-07,12,269.52
2015-02-07,13,269.572
2015-02-07,14,270.542
2015-02-07,15,271.773
2015-02-07,16,272.656
2015-02-07,17,273.8
2015-02-07,18,273.4655
2015-02-07,19,275.102333333
2015-02-07,20,275.260666667
2015-02-07,21,274.7485
2015-02-07,22,275.130333333
2015-02-07,23,274.841666667
2015-02-08,0,275.218
2015-02-08,1,274.707666667
2015-02-08,2,274.862333333
2015-02-08,3,274.4495
2015-02-08,4,274.793333333
2015-02-08,5,274.569666667
2015-02-08,6,274.582
2015-02-08,7,274.279666667
2015-02-08,8,274.213333333
2015-02-08,9,274.184
2015-02-08,10,274.105333333
2015-02-08,11,274.063666667
2015-02-08,12,274.194
2015-02-08,13,274.095
2015-02-08,14,274.168
2015-02-08,15,274.182
2015-02-08,16,274.274666667
2015-02-08,17,274.308333333
2015-02-08,18,274.1375
2015-02-08,19,274.239333333
2015-02-08,20,274.136666667
2015-02-08,21,273.9195
2015-02-08,22,273.855
2015-02-08,23,273.676
2015-02-09,0,272.713
2015-02-09,1,272.795333333
2015-02-09,2,272.093666667
2015-02-09,3,271.8035
2015-02-09,4,270.964666667
2015-02-09,5,270.537333333
2015-02-09,6,270.1565
2015-02-09,7,269.713666667
2015-02-09,8,269.317333333
2015-02-09,9,268.9215
2015-02-09,10,268.525
2015-02-09,11,268.129
2015-02-09,12,268.9865
2015-02-09,13,268.172666667
2015-02-09,14,268.612333333
2015-02-09,15,268.7775
2015-02-09,16,269.308666667
2015-02-09,17,269.565333333
2015-02-09,18,269.405
2015-02-09,19,269.800666667
2015-02-09,20,269.779333333
2015-02-09,21,269.4495
2015-02-09,22,269.531
2015-02-09,23,269.304
2015-02-10,0,269.8555
2015-02-10,1,269.369
2015-02-10,2,269.661
2015-02-10,3,269.5525
2015-02-10,4,269.978
2015-02-10,5,270.003
2015-02-10,6,269.3995
2015-02-10,7,269.634
2015-02-10,8,269.24
2015-02-10,9,268.8485
2015-02-10,10,268.453666667
2015-02-10,11,268.061333333
2015-02-10,12,268.974
2015-02-10,13,268.146666667
2015-02-10,14,268.624333333
2015-02-10,15,268.5275
2015-02-10,16,269.196666667
2015-02-10,17,269.291333333
2015-02-10,18,269.2935
2015-02-10,19,269.419
2015-02-10,20,269.452
2015-02-10,21,269.4135
2015-02-10,22,269.470333333
2015-02-10,23,269.455666667
2015-02-11,0,269.7295
2015-02-11,1,269.618666667
2015-02-11,2,269.796333333
2015-02-11,3,269.699
2015-02-11,4,269.968333333
2015-02-11,5,269.962666667
2015-02-11,6,270.151
2015-02-11,7,270.080666667
2015-02-11,8,270.204333333
2015-02-11,9,270.6885
2015-02-11,10,270.692
2015-02-11,11,271.056
2015-02-11,12,271.432
2015-02-11,13,271.792
2015-02-11,14,272.164
2015-02-11,15,272.1295
2015-02-11,16,272.637
2015-02-11,17,272.738
2015-02-11,18,272.2455
2015-02-11,19,272.544333333
2015-02-11,20,272.249666667
2015-02-11,21,271.588
2015-02-11,22,271.415666667
2015-02-11,23,270.876333333
2015-02-12,0,270.1495
2015-02-12,1,269.672666667
2015-02-12,2,269.008333333
2015-02-12,3,268.2065
2015-02-12,4,267.588
2015-02-12,5,266.832
2015-02-12,6,267.173
2015-02-12,7,266.051333333
2015-02-12,8,266.026666667
2015-02-12,9,264.9545
2015-02-12,10,265.279
2015-02-12,11,264.556
2015-02-12,12,264.5225
2015-02-12,13,263.569666667
2015-02-12,14,263.306333333
2015-02-12,15,263.6225
2015-02-12,16,263.166
2015-02-12,17,263.289
2015-02-12,18,263.3295
2015-02-12,19,263.48
2015-02-12,20,263.548
2015-02-12,21,263.052
2015-02-12,22,263.308
2015-02-12,23,263.0
2015-02-13,0,261.186
2015-02-13,1,261.38
2015-02-13,2,260.068
2015-02-13,3,259.7675
2015-02-13,4,258.118333333
2015-02-13,5,257.480666667
2015-02-13,6,257.0675
2015-02-13,7,256.355
2015-02-13,8,255.867
2015-02-13,9,255.8975
2015-02-13,10,255.236666667
2015-02-13,11,255.094333333
2015-02-13,12,257.1675
2015-02-13,13,256.286666667
2015-02-13,14,257.621333333
2015-02-13,15,259.1725
2015-02-13,16,260.435
2015-02-13,17,261.914
2015-02-13,18,262.404
2015-02-13,19,264.212666667
2015-02-13,20,265.032333333
2015-02-13,21,265.274
2015-02-13,22,266.286333333
2015-02-13,23,266.720666667
2015-02-14,0,267.1235
2015-02-14,1,267.568333333
2015-02-14,2,267.981666667
2015-02-14,3,266.722
2015-02-14,4,267.693
2015-02-14,5,266.991
2015-02-14,6,266.319
2015-02-14,7,265.607
2015-02-14,8,264.925
2015-02-14,9,264.209
2015-02-14,10,263.538333333
2015-02-14,11,262.833666667
2015-02-14,12,262.5565
2015-02-14,13,261.709333333
2015-02-14,14,261.289666667
2015-02-14,15,260.5215
2015-02-14,16,260.218
2015-02-14,17,259.566
2015-02-14,18,259.5625
2015-02-14,19,258.694333333
2015-02-14,20,258.474666667
2015-02-14,21,258.2065
2015-02-14,22,258.003
2015-02-14,23,257.751
2015-02-15,0,257.0965
2015-02-15,1,256.978666667
2015-02-15,2,256.458333333
2015-02-15,3,256.2595
2015-02-15,4,255.632
2015-02-15,5,255.326
2015-02-15,6,255.161
2015-02-15,7,254.808
2015-02-15,8,254.596
2015-02-15,9,254.476
2015-02-15,10,254.233333333
2015-02-15,11,254.082666667
2015-02-15,12,255.783
2015-02-15,13,255.015333333
2015-02-15,14,256.098666667
2015-02-15,15,257.746
2015-02-15,16,258.641333333
2015-02-15,17,260.100666667
2015-02-15,18,258.95
2015-02-15,19,261.279333333
2015-02-15,20,260.998666667
2015-02-15,21,259.219
2015-02-15,22,259.438
2015-02-15,23,258.158
2015-02-16,0,259.7585
2015-02-16,1,257.518333333
2015-02-16,2,258.158666667
2015-02-16,3,257.0295
2015-02-16,4,258.259666667
2015-02-16,5,257.720333333
2015-02-16,6,258.1065
2015-02-16,7,257.258666667
2015-02-16,8,257.336333333
2015-02-16,9,256.773
2015-02-16,10,257.064333333
2015-02-16,11,256.714666667
2015-02-16,12,257.3925
2015-02-16,13,256.700333333
2015-02-16,14,257.035666667
2015-02-16,15,257.832
2015-02-16,16,258.013666667
2015-02-16,17,258.656333333
2015-02-16,18,258.8145
2015-02-16,19,259.618666667
2015-02-16,20,259.938333333
2015-02-16,21,257.885
2015-02-16,22,258.995666667
2015-02-16,23,257.733333333
2015-02-17,0,259.737
2015-02-17,1,257.386
2015-02-17,2,258.301
2015-02-17,3,258.441
2015-02-17,4,259.614333333
2015-02-17,5,260.012666667
2015-02-17,6,259.2935
2015-02-17,7,260.064333333
2015-02-17,8,259.717666667
2015-02-17,9,259.6755
2015-02-17,10,259.227333333
2015-02-17,11,259.083666667
2015-02-17,12,260.2345
2015-02-17,13,259.659333333
2015-02-17,14,260.378666667
2015-02-17,15,261.0545
2015-02-17,16,261.788333333
2015-02-17,17,262.478666667
2015-02-17,18,261.9295
2015-02-17,19,263.033
2015-02-17,20,262.897
2015-02-17,21,260.944
2015-02-17,22,261.413666667
2015-02-17,23,260.066333333
2015-02-18,0,262.3165
2015-02-18,1,259.77
2015-02-18,2,260.821
2015-02-18,3,259.35
2015-02-18,4,261.241666667
2015-02-18,5,260.611333333
2015-02-18,6,260.019
2015-02-18,7,259.376
2015-02-18,8,258.771
2015-02-18,9,258.6545
2015-02-18,10,257.886666667
2015-02-18,11,257.607333333
2015-02-18,12,258.3765
2015-02-18,13,257.747666667
2015-02-18,14,258.167333333
2015-02-18,15,257.9365
2015-02-18,16,258.573
2015-02-18,17,258.559
2015-02-18,18,258.278
2015-02-18,19,258.353
2015-02-18,20,258.161
2015-02-18,21,257.3185
2015-02-18,22,257.343333333
2015-02-18,23,256.717666667
2015-02-19,0,255.842
2015-02-19,1,255.299666667
2015-02-19,2,254.507333333
2015-02-19,3,254.4625
2015-02-19,4,253.421
2015-02-19,5,253.127
2015-02-19,6,252.7345
2015-02-19,7,252.473333333
2015-02-19,8,252.113666667
2015-02-19,9,251.7165
2015-02-19,10,251.369333333
2015-02-19,11,250.984666667
2015-02-19,12,251.8515
2015-02-19,13,251.049666667
2015-02-19,14,251.499333333
2015-02-19,15,252.3935
2015-02-19,16,252.695
2015-02-19,17,253.441
2015-02-19,18,253.4845
2015-02-19,19,254.464666667
2015-02-19,20,254.742333333
2015-02-19,21,253.094
2015-02-19,22,254.013666667
2015-02-19,23,253.007333333
2015-02-20,0,252.362
2015-02-20,1,251.235333333
2015-02-20,2,250.469666667
2015-02-20,3,250.4625
2015-02-20,4,249.444
2015-02-20,5,249.184
2015-02-20,6,249.9645
2015-02-20,7,249.357666667
2015-02-20,8,249.791333333
2015-02-20,9,249.7495
2015-02-20,10,250.341666667
2015-02-20,11,250.458333333
2015-02-20,12,252.748
2015-02-20,13,252.140333333
2015-02-20,14,253.705666667
2015-02-20,15,255.006
2015-02-20,16,256.659666667
2015-02-20,17,258.048333333
2015-02-20,18,258.8035
2015-02-20,19,260.403333333
2015-02-20,20,261.369666667
2015-02-20,21,261.578
2015-02-20,22,262.797
2015-02-20,23,263.258
2015-02-21,0,262.751
2015-02-21,1,263.534666667
2015-02-21,2,263.350333333
2015-02-21,3,263.921
2015-02-21,4,263.485
2015-02-21,5,263.804
2015-02-21,6,264.145
2015-02-21,7,264.456666667
2015-02-21,8,264.790333333
2015-02-21,9,264.534
2015-02-21,10,265.064333333
2015-02-21,11,265.004666667
2015-02-21,12,265.8025
2015-02-21,13,265.457
2015-02-21,14,265.969
2015-02-21,15,266.945
2015-02-21,16,267.302333333
2015-02-21,17,268.123666667
2015-02-21,18,268.3665
2015-02-21,19,269.380666667
2015-02-21,20,269.816333333
2015-02-21,21,267.1465
2015-02-21,22,268.617333333
2015-02-21,23,266.982666667
2015-02-22,0,267.9795
2015-02-22,1,265.467666667
2015-02-22,2,265.587333333
2015-02-22,3,263.599
2015-02-22,4,264.421333333
2015-02-22,5,263.135666667
2015-02-22,6,265.711
2015-02-22,7,263.138333333
2015-02-22,8,264.426666667
2015-02-22,9,262.39
2015-02-22,10,264.786666667
2015-02-22,11,263.858333333
2015-02-22,12,263.0875
2015-02-22,13,262.106666667
2015-02-22,14,261.283333333
2015-02-22,15,261.8895
2015-02-22,16,260.589666667
2015-02-22,17,260.719333333
2015-02-22,18,260.5575
2015-02-22,19,260.784333333
2015-02-22,20,260.719666667
2015-02-22,21,259.4035
2015-02-22,22,259.756
2015-02-22,23,258.857
2015-02-23,0,258.934
2015-02-23,1,257.709666667
2015-02-23,2,257.461333333
2015-02-23,3,256.88
2015-02-23,4,256.742666667
2015-02-23,5,256.272333333
2015-02-23,6,255.798
2015-02-23,7,255.329
2015-02-23,8,254.856
2015-02-23,9,254.3215
2015-02-23,10,253.869
2015-02-23,11,253.355
2015-02-23,12,254.226
2015-02-23,13,253.250333333
2015-02-23,14,253.659666667
2015-02-23,15,254.5085
2015-02-23,16,254.771333333
2015-02-23,17,255.473666667
2015-02-23,18,255.921
2015-02-23,19,256.708333333
2015-02-23,20,257.240666667
2015-02-23,21,255.4575
2015-02-23,22,256.761666667
2015-02-23,23,255.750333333
2015-02-24,0,255.947
2015-02-24,1,254.533
2015-02-24,2,254.327
2015-02-24,3,254.798
2015-02-24,4,254.366333333
2015-02-24,5,254.611666667
2015-02-24,6,255.029
2015-02-24,7,255.217
2015-02-24,8,255.577
2015-02-24,9,255.54
2015-02-24,10,256.032333333
2015-02-24,11,256.127666667
2015-02-24,12,257.6635
2015-02-24,13,257.278666667
2015-02-24,14,258.334333333
2015-02-24,15,260.077
2015-02-24,16,260.903666667
2015-02-24,17,262.417333333
2015-02-24,18,263.551
2015-02-24,19,265.191333333
2015-02-24,20,266.451666667
2015-02-24,21,266.603
2015-02-24,22,268.233
2015-02-24,23,268.754
2015-02-25,0,267.4815
2015-02-25,1,268.600333333
2015-02-25,2,267.925666667
2015-02-25,3,266.0625
2015-02-25,4,265.784
2015-02-25,5,264.317
2015-02-25,6,263.331
2015-02-25,7,261.703666667
2015-02-25,8,260.557333333
2015-02-25,9,259.6945
2015-02-25,10,258.453666667
2015-02-25,11,257.496333333
2015-02-25,12,260.1295
2015-02-25,13,257.975333333
2015-02-25,14,259.411666667
2015-02-25,15,260.8215
2015-02-25,16,262.266666667
2015-02-25,17,263.685333333
2015-02-25,18,263.8045
2015-02-25,19,265.656333333
2015-02-25,20,266.208666667
2015-02-25,21,265.738
2015-02-25,22,266.631333333
2015-02-25,23,266.501666667
2015-02-26,0,266.446
2015-02-26,1,266.291666667
2015-02-26,2,266.211333333
2015-02-26,3,266.048
2015-02-26,4,265.995333333
2015-02-26,5,265.859666667
2015-02-26,6,265.7415
2015-02-26,7,265.6
2015-02-26,8,265.476
2015-02-26,9,264.9415
2015-02-26,10,264.954333333
2015-02-26,11,264.556666667
2015-02-26,12,264.437
2015-02-26,13,263.946666667
2015-02-26,14,263.734333333
2015-02-26,15,263.5615
2015-02-26,16,263.336
2015-02-26,17,263.15
2015-02-26,18,262.2935
2015-02-26,19,262.331
2015-02-26,20,261.698
2015-02-26,21,260.282
2015-02-26,22,259.91
2015-02-26,23,258.755
2015-02-27,0,259.407
2015-02-27,1,257.649666667
2015-02-27,2,257.699333333
2015-02-27,3,257.041
2015-02-27,4,257.326666667
2015-02-27,5,256.904333333
2015-02-27,6,256.608
2015-02-27,7,256.143666667
2015-02-27,8,255.805333333
2015-02-27,9,255.52
2015-02-27,10,255.164
2015-02-27,11,254.861
2015-02-27,12,256.471
2015-02-27,13,255.530333333
2015-02-27,14,256.502666667
2015-02-27,15,257.572
2015-02-27,16,258.512
2015-02-27,17,259.549
2015-02-27,18,259.471
2015-02-27,19,260.879666667
